yapim_id,lokasyon_id,sahne_bilgisi
496,183,Kılıbık karakterinin ev içi ve komşuluk komedi sahneleri Beyoğlu çevresinde çekilmiştir.
496,197,Fatih'teki mahalle sahneleri karakterin karısından çekindği gündelik hayatını mizahi biçimde aktarmaktadır.
497,183,Hanzo'nun İstanbul maceralarının geçtiği aksiyon sahneleri Beyoğlu sokaklarında çekilmiştir.
497,197,Fatih'teki pazar ve esnaf sahneleri Hanzo'nun şehirdeki komedi serüveninin başlangıç bölümünü oluşturmaktadır.
445,70,Feyzo'nun yaşadığı köy ve ağalık sahnelerinin tamamı Hatay Reyhanlı'nın Harran Mahallesi'nde çekilmiştir.
445,183,Feyzo'nun başlık parası için İstanbul'a gelip çalıştığı fabrika ve sendika sahneleri Beyoğlu'nda geçmektedir.
447,197,İntikam sürecinin geçtiği aksiyon sahneleri Fatih'in tarihi dokusundaki set lokasyonlarında çekilmiştir.
447,183,Beyoğlu'ndaki gece sahneleri düşman karakterlerin karşılaşmasını aktaran gerilimli sekansları içermektedir.
448,183,Kiracı Musa'nın ev sahibiyle yaşadığı komedi sahneleri Beyoğlu semtinin mahalle dokusunda çekilmiştir.
448,197,Fatih'teki apartman sahneleri kiracı ile ev sahibi arasındaki kronik çatışmayı yansıtan iç mekân sekanslarını içermektedir.
512,183,Annenin kızı için mücadele ettiği hukuki ve sokak sahneleri Beyoğlu çevresinde çekilmiştir.
512,206,Kadıköy'deki sahne anne ile kızının barışma sürecini konu alan duygusal bir sekans içermektedir.
456,259,Filmin villa sahneleri Çengelköy'deki tarihi malikanede çekilmiş olup serideki diğer filmlerle devamlılık sağlamaktadır.
456,263,Üsküdar'daki arka sokak sahneleri Kolpaçino evreninin şehir atmosferini aktarmaktadır.
457,259,Serinin ilk filmindeki Çengelköy malikanesi bu filmde de ana çekim lokasyonu olarak kullanılmıştır.
457,263,Üsküdar çevresindeki dış mekan sahneleri mafya karakterlerinin şehirdeki hareketlerini aktarmaktadır.
458,259,Kolpaçino Bomba'nın villa sahneleri önceki filmlerle aynı Çengelköy malikanesinde çekilmiştir.
458,263,Üsküdar'daki kovalamaca sahneleri filmin en hareketli aksiyon-komedi sekanslarını oluşturmaktadır.
460,183,Korkak Memiş'in şehirdeki komedi maceraları Beyoğlu sokaklarında çekilmiştir.
460,197,Fatih'teki mahalle sahneleri karakterin felaket dolu günlük hayatını aktarmaktadır.
485,191,Cihangir'deki eski apartman sahneleri çiftin ilişkisinin çözülme sürecini konu alan iç mekân dramının odak noktasını oluşturmaktadır.
485,206,Kadıköy'deki sahne karakterlerin şehir yaşamına tutunma çabalarını aktaran günlük hayat kesitlerini içermektedir.
516,183,Labirent operasyonunun kritik toplantı ve takip sahneleri Beyoğlu'nun karanlık sokaklarında çekilmiştir.
516,197,Fatih'teki tarihi bina sahneleri siyasi komplonun geçtiği gizli buluşma ortamını çerçeveler.
514,183,Karakterlerin cevapsız çağrılar üzerine bir araya geldiği şehir sahneleri Beyoğlu'nda çekilmiştir.
523,197,Haksız yere mahkûm edilen karakterin mahalle ve çarşı sahneleri Fatih'te çekilmiştir.
523,183,Beyoğlu'ndaki sokak sahneleri karakterin suçsuzluğunu kanıtlamak için koşturduğu bölümleri oluşturmaktadır.
529,183,Maskeli beşlinin şehirdeki maceralarını başlatan toplanma ve çatışma sahneleri Beyoğlu'nda geçmektedir.
529,197,Fatih'teki arka sokak sahneleri komedi aksiyon sekanslarının geçtiği mahalle ortamını yansıtmaktadır.
542,183,Atatürk'ün hayatını anlatan biyografik sahnelerin İstanbul bölümü Beyoğlu'nda çekilmiştir.
542,241,Sultanahmet çevresindeki sahneler Kurtuluş Savaşı döneminin İstanbul atmosferini yansıtan tarihi sekansları içermektedir.
556,111,Maryem ve Cemal'in tekneyle birlikte sürdükleri yolculuğun büyük bölümü Marmaris koylarında çekilmiştir.
556,104,Bodrum'daki liman sahnesi Profesör İrfan'ın yelkenlisiyle denize açıldığı kritik sekansı içermektedir.
556,183,İrfan'ın İstanbul'daki entelektüel çevresini bırakıp kaçmasını anlatan açılış sahneleri Beyoğlu'nda çekilmiştir.
557,183,Müjdemi bildirme yarışının başladığı şehir sahneleri Beyoğlu sokaklarında koşturma ve kovalamaca sekanslarıyla yoğunlaşmaktadır.
557,206,Kadıköy'deki sahne haberci karakterlerin vapur iskelesini kullandığı espri dolu bir sekansı içermektedir.
559,238,Sirkeci Garı'nda başlayan tren yolculuğu sahnesi filmin gerilim atmosferinin ilk hissedildiği açılış sekansını oluşturmaktadır.
559,183,Trenin geceyi aşarken geçtiği İstanbul sahil hattı boyunca çekilen dış sahneler filmin görsel kimliğini pekiştirmektedir.
562,183,Beklenmedik olayların zincirleme geliştiği komedi sahneleri Beyoğlu sokaklarında çekilmiştir.
562,197,Fatih'teki mahalle ortamı birbirini tanımayan karakterlerin tesadüfen bir araya geldiği açılış sahnesine zemin oluşturmaktadır.
564,41,Filmin tamamı Tahtalı Dağı'na kurulan karakol setinde çekilmiş olup bölgenin zorlu coğrafyası gerçekçi bir savaş atmosferi yaratmaktadır.
566,191,Nergis Hanım'ın Cihangir'deki eski dairesinde geçen iç mekân sahneleri gerilimin yavaş yavaş biriktiği bölümleri oluşturmaktadır.
566,183,Beyoğlu sokaklarındaki sahne karakterin şüpheli komşuyla yüzleştiği kritik sekansı içermektedir.
568,183,Ailenin birlikte eğlenceli anlar yaşadığı Beyoğlu sahneleri dönemin İstanbul şehir hayatını tatlı bir dille aktarmaktadır.
568,197,Fatih'teki komşuluk sahneleri genişletilmiş aile dinamiklerini ve mahalle ilişkilerini yansıtan komedi sekanslarını içermektedir.
569,206,Kadıköy'deki meydan ve kafe sahneleri Yılmaz Erdoğan'ın canlandırdığı karakterin gündelik hayatını çerçeveler.
569,183,Beyoğlu'ndaki sahne karakterlerin şehir macerasını aktaran dış mekan sekanslarını içermektedir.
567,142,New York'taki sahne %50 çekim oranıyla filmin uluslararası boyutunu yansıtmakta ve Türk dedektiflerinin Amerika'daki operasyonunu aktarmaktadır.
567,55,Zeydan Mahallesi'nde çekilen Bitlis sahneleri Temmuz 2010'da gerçekleştirilmiş olup filmin kökler ve kimlik temasını güçlendirmektedir.
567,183,Beyoğlu'ndaki açılış sahneleri dedektiflerin İstanbul'dan New York'a gönderilmeden önceki hazırlık sürecini aktarmaktadır.
570,183,Niyazi'nin at üstünde şehirde koşturmaya başladığı komedi sahneleri Beyoğlu sokaklarında çekilmiştir.
570,206,Kadıköy'deki sahne Niyazi'nin koşu antrenmanını konu alan eğlenceli bir sokak sekansını içermektedir.
575,191,Cihangir'deki iç mekân sahneleri karakterlerin birbirlerine yakınlaştığı samimi ve sade anların arka planını oluşturmaktadır.
575,206,Kadıköy'deki sahne karakterlerin şehirle ve birbirleriyle sıradan ama anlamlı ilişkilerini aktarmaktadır.
576,152,Of ilçesinde çekilen sahneler Oflu Hoca'nın özgün dünyasını ve Karadeniz kültürünü tüm otantikliğiyle yansıtmaktadır.
576,183,İstanbul'daki sahneler Oflu Hoca'nın batı kültürüyle çatışmasını anlatan komedi bölümünü oluşturmaktadır.
582,200,Galata Kulesi yakınındaki dar sokaklarda dolandırıcılık planının kurulduğu sekans filmin en tanınan sahnelerinden biridir.
582,263,Üsküdar'daki sahne Asım Noyan'ın kızını dolandıranlarla hesaplaşma planını devreye soktuğu kritik anı içermektedir.
583,183,Şaban'ın şehirde iş bulmaya çalıştığı komedi sahneleri Beyoğlu'nun kalabalık sokaklarında çekilmiştir.
583,197,Fatih'teki ev ve mahalle sahneleri karakterin aile yaşantısını yansıtan iç ve dış mekân sekanslarını içermektedir.
584,183,Osman'ın satış turlarının geçtiği şehir sahneleri Beyoğlu sokaklarında çekilmiştir.
584,272,Şişli'deki ticari alan sahneleri Osman'ın büyük müşterilere ulaşmaya çalıştığı ofis ve iş çevresi bölümünü oluşturmaktadır.
856,183,Öğretmenin sınıf dışındaki komedi maceraları Beyoğlu semtinin sokaklarında çekilmiştir.
856,197,Fatih'teki okul ve mahalle sahneleri öğrencilerin Sunal'ı köşeye sıkıştırdığı eğlenceli sekansları içermektedir.
847,183,Çocukların şehirde hayatta kalmaya çalıştığı dram sahneleri Beyoğlu'ndaki sokak ve mahalle dokusunda çekilmiştir.
850,104,Bodrum'daki yat ve deniz sahneleri Türkan Şoray'ın canlandırdığı karakterin kaçış yolculuğunu yansıtmaktadır.
850,183,Beyoğlu'ndaki sahne karakterin geçmişteki yaşamını aktaran bir geçmiş sekansı olarak filme yerleştirilmiştir.
853,183,Ölümlü Dünya kahramanlarının şehirdeki aksiyon komedi maceraları Beyoğlu'nun kalabalık sokaklarında çekilmiştir.
853,212,Karaköy'deki sahne karakterlerin tarihi bölgedeki kovalamaca ve çatışma sekanslarını içermektedir.
855,183,Özür dileme serüveninin geçtiği sokak ve kafe sahneleri Beyoğlu çevresinde çekilmiştir.
587,200,Galata Kulesi çevresindeki sahne Atilla'nın İstanbul'daki narkotik operasyonunun kritik ilk adımını oluşturmaktadır.
587,183,Beyoğlu'nun arka sokaklarındaki kovalamaca ve baskın sahneleri filmin İstanbul bölümünün aksiyon yoğun sekanslarını oluşturmaktadır.
587,72,Amsterdam Şehir Merkezi'ndeki sahne operasyonun Avrupa ayağını aktaran uluslararası lokasyon bölümünü oluşturmaktadır.
589,191,Cihangir'deki sahne iki karakterin Pazar günleri sıkışıp kaldığı apartman dairesindeki kapışmayı aktarmaktadır.
589,183,Beyoğlu sokaklarındaki sahne karakterlerin birbirinden kaçmaya çalıştığı komedi sekanslarını içermektedir.
590,183,Film seti içinde film çeken sahne Beyoğlu'ndaki sinema stüdyosu yakınında çekilmiş olup meta bir anlatı yapısı sunmaktadır.
590,212,Karaköy'deki sahne karakterlerin proje planını aktardıkları toplantı sekansına ev sahipliği yapmaktadır.
591,246,Tarlabaşı'nın terk edilmiş binaları fantastik varlıkların ortaya çıktığı gerilim sahnelerinde temel mekân olarak kullanılmıştır.
591,183,Beyoğlu'ndaki sahne karakterlerin normal şehir yaşamından fantastik dünyaya geçişini simgeleyen açılış sekansını oluşturmaktadır.
595,183,Birbirine bağlanan hayatların geçtiği şehir sahneleri Beyoğlu'nda çekilmiş olup filmin dokunum noktalarını oluşturmaktadır.
595,259,Çengelköy'deki yalı sahnesinde karakterlerden birinin geçmiş hikayesi dramatik biçimde gün yüzüne çıkmaktadır.
594,183,Petrol zengini karakterlerin İstanbul'daki komedi sahneleri Beyoğlu çevresinde çekilmiştir.
598,191,Cihangir'deki dairede geçen psikolojik gerilim sahneleri polisin kimlik bunalımını anlatan iç mekân sekanslarını oluşturmaktadır.
598,183,Beyoğlu'ndaki sorgu ve sokak sahneleri karakterin dünyevî ve ahlaki çöküşünü çerçeveleyen dış mekân bölümlerini içermektedir.
600,197,Postacı Musa'nın mektupları dağıttığı mahalle sahneleri Fatih'in geleneksel apartman dokusunda çekilmiştir.
600,183,Beyoğlu'ndaki sahne Musa'nın şehrin kalabalığıyla komik biçimde boğuştuğu sekansları içermektedir.
602,63,Filmin büyük bölümü Eskişehir'de çekilmiş olup Odunpazarı'nın tarihi renkli evleri müzisyenlerin anlatısına özgün bir arka plan sunmaktadır.
602,183,İstanbul'daki sahne müzik endüstrisiyle hesaplaşmanın yaşandığı gerilimli bir bölümü oluşturmaktadır.
609,93,Maldivler'deki Robinson ve Fun adalarında çekilen ıssız ada sahneleri filmin büyük bölümünü oluşturmakta ve seyirciye egzotik bir macera sunmaktadır.
609,214,Kilyos'taki kısa sahne Recep'in İstanbul'da mahalledeki futbol sahasını kurtarmak için mücadele ettiği açılış bölümünü içermektedir.
609,183,Beyoğlu çevresindeki mahalle sahneleri Recep İvedik'in yaşadığı semtin gündelik hayatını yansıtmaktadır.
610,263,Üsküdar sokaklarındaki sahne Recep'in mahalle dostu İsmet'in cenazesine gittiği duygusal açılış sekansını içermektedir.
610,206,Kadıköy'deki sahne sporcu kafilesinin İstanbul'dan hareket etmeden önceki hazırlık bölümünü oluşturmaktadır.
610,37,Antalya Belek'teki Gloria Sports Arena'da çekilen spor sahneleri filmin atletizm ve güreş müsabakaları bölümünü oluşturmaktadır.
611,263,Recep'in mahallesindeki semt sahnelerinin büyük bölümü Üsküdar'da çekilmiştir.
611,206,Kadıköy'deki sahne altıncı filmin İstanbul bölümündeki günlük hayat kesitlerini aktarmaktadır.
612,263,Yedinci filmin mahalle ve komşuluk sahneleri serinin yerleşik lokasyonu olan Üsküdar'da çekilmiştir.
612,183,Beyoğlu'ndaki sahne Recep'in şehrin farklı bir köşesindeki komedi macerasını aktaran sekansı içermektedir.
616,183,Kovboy şapkalı Ringo Kazım'ın İstanbul sokaklarındaki aksiyon-komedi sahneleri Beyoğlu'nda çekilmiştir.
616,197,Fatih'teki arka mahalle sahneleri karakterin rakipleriyle hesaplaştığı dövüş ve kovalamaca sekanslarını içermektedir.
620,183,Rüzgar temalı dram sahnelerinin geçtiği şehir bölümü Beyoğlu sokaklarında çekilmiştir.
627,183,Milyonere dönen karakterlerin şehirdeki çılgın harcama ve komedi sahneleri Beyoğlu'nda çekilmiştir.
627,197,Fatih'teki mahalle sahneleri zenginliğin öncesindeki sıradan hayatı aktaran açılış bölümünü oluşturmaktadır.
646,183,Komedi aksiyon sekanslarının büyük bölümü Beyoğlu'nun kalabalık sokaklarında çekilmiştir.
657,183,Dayının İstanbul'daki sürpriz ziyaretini anlatan açılış sahneleri Beyoğlu'nda çekilmiştir.
657,206,Kadıköy'deki sahne yeğenin dayısıyla vapur iskelesinde buluştuğu duygusal karşılaşma anını içermektedir.
693,183,Sınav öncesindeki hazırlık ve gerilim sahneleri Beyoğlu'ndaki dershaneler çevresinde çekilmiştir.
660,183,Sihirbazlık öğrencisinin İstanbul'daki ilk maceraları Beyoğlu sokaklarında başlamaktadır.
670,193,Eminönü Meydanı'nda kurulan pazar seti Bond'un kovalamaca sahnesi için 250 dükkan ve tezgahla dekore edilerek filmin açılış sekansına zemin hazırlamıştır.
670,210,Kapalıçarşı çatılarındaki motosiklet kovalamaca sahnesi filmin en ikonik ve teknik açıdan en zorlu sekansını oluşturmaktadır.
670,11,Varda Viyadüğü üzerinde çekilen tren dövüşü sahnesi filmin Türkiye bölümündeki doruk noktasını ve en tehlikeli stunts'larını barındırmaktadır.
677,183,Türkan Şoray'ın canlandırdığı Sultan karakterinin İstanbul maceralarının geçtiği sokak sahneleri Beyoğlu'nda çekilmiştir.
677,197,Fatih'teki mahalle ortamı Sultan'ın çevresindeki komşuluk ilişkilerini ve dönemin sosyal dokusunu yansıtmaktadır.
685,183,Türk-İtalyan ortak yapımının İstanbul bölümündeki sahneler Beyoğlu çevresinde çekilmiştir.
689,183,Süt kardeşlerin İstanbul'da birbirini tanıdığı açılış sahneleri Beyoğlu'ndaki kalabalık ortamda geçmektedir.
689,197,Fatih'teki mahalle sahneleri iki karakterin birbirinden habersiz aynı mahalleye taşındığı komedi sekansını oluşturmaktadır.
893,183,Macera ve gerilimin yaşandığı şehir dışı sekanslar öncesinde geçen hazırlık sahneleri Beyoğlu'nda çekilmiştir.
897,183,Zeki ve Metin ikilisinin şehirdeki komedi maceraları Beyoğlu sokaklarında başlamaktadır.
897,197,Fatih'teki çarşı ve esnaf sahneleri ikilinin sıradan İstanbul mahallesi hayatına dair sekansları içermektedir.
899,234,Salacak İskelesi'ndeki açılış sahnesi Poirot'nun Üsküdar'dan Şark Ekspresi'ne geçiş hazırlığını aktarmakta olup 1970'lerin İstanbul'unu belgeleyen tarihi görüntüler içermektedir.
899,238,Sirkeci Garı'ndaki sahne Şark Ekspresi'nin ihtişamlı hareket törenini ve yolcuların trene binişini aktaran açılış sekansının ikinci durağını oluşturmaktadır.
901,183,Şaşkın damadın ailesinden kaçıp İstanbul sokaklarına daldığı komedi kovalamaca sahneleri Beyoğlu'nda çekilmiştir.
901,197,Fatih'teki ev ve mahalle sahneleri nişan ve düğün hazırlıklarının yaşandığı bölümü oluşturmaktadır.
904,183,Şekerpare karakterlerinin birbirini takip ettiği komedi sahneleri Beyoğlu'nun işlek caddelerinde çekilmiştir.
904,197,Fatih'teki mahalle sahneleri karakterlerin geleneksel çevresi içindeki ilişkilerini aktaran ev ve sokak sekanslarını içermektedir.
906,183,Şendul Şaban'ın şehirdeki esnaf ilişkilerini aktaran komedi sahneleri Beyoğlu çevresinde çekilmiştir.
906,197,Fatih'teki mahalle ortamı Şaban'ın çevresindeki komşuluk dinamiklerini yansıtan iç ve dış mekan sekanslarını içermektedir.
694,233,Mahsun'un geceleri araba çalıp sabaha kadar gezdiği sokaklar ve kale duvarları Rumelihisarı'nda çekilmiştir.
694,172,Bebek sahilindeki Reis'in balıkçı teknesi sahneleri Mahsun'un en yakın dostluğunu aktaran sıcak sekansları içermektedir.
694,201,Galata Köprüsü'nün altındaki sahne evsiz Mahsun'un Boğaz'a baktığı ve hayalini kurduğu yalnızlık sekansını oluşturmaktadır.
695,169,Balat'ın tarihi sokaklarındaki kovalamaca sahneleri filmin İstanbul bölümünün en yoğun aksiyon sekanslarını içermektedir.
695,204,Haydarpaşa Garı'ndaki kaçış sahnesi Bryan Mills'in kaçırılan karısının izini sürdüğü kritik bölümü oluşturmaktadır.
695,212,Karaköy'deki çatı koşusu ve dar sokak sahneleri yönetmenin şehrin tüm semtlerini bizzat keşfederek seçtiği lokasyonlardandır.
696,183,Talihli amele karakterinin İstanbul'a çalışmaya geldiği açılış sahneleri Beyoğlu çevresinde çekilmiştir.
696,197,Fatih'teki inşaat alanı yakınlarındaki sahneler işçi sınıfının gündelik mücadelesini aktarmaktadır.
704,183,Öğretmenin taşra okulundan İstanbul'a gelişini anlatan sahneler Beyoğlu'nda çekilmiştir.
706,183,Taşından toprağından altın beklentisiyle İstanbul'a gelen karakterlerin şehirle çatıştığı sahneler Beyoğlu'nda geçmektedir.
706,197,Fatih'teki mahalle sahneleri yeni gelenlerin geleneksel İstanbul dokusuna uyum sürecini aktarmaktadır.
700,183,Tatlı dilli karakterin şehirdeki komedi maceraları Beyoğlu sokaklarının kalabalık atmosferinde çekilmiştir.
709,201,Galata Köprüsü üzerinde yüzük bulan İsa'nın Juli ile ilk mistik bağlantısını simgeleyen sahne filmin açılış sekansını oluşturmaktadır.
709,183,İsa'nın İstanbul'daki gündelik yaşam ve ayrılık sahneleri Beyoğlu'nda çekilmiştir.
709,158,Rodos Adası'nın tarihi limanındaki sahne İsa'nın yüzüğün sahibiyle buluştuğu romantik doruk noktasını oluşturmaktadır.
717,241,Sultanahmet Meydanı'nın yoğun turist ortamı karakterin kimliğinin çalındığı açılış sahnesine zemin hazırlamaktadır.
717,210,Kapalıçarşı'daki kovalamaca sahnesi sahte kimlikle yaşayan karakterin maskesinin düşmeye başladığı gerilimli sekansı içermektedir.
717,183,Beyoğlu'ndaki aksiyon sahneleri karakterin gerçek kimliğini kanıtlamaya çalıştığı kritik bölümü oluşturmaktadır.
720,247,Topkapı Sarayı'ndaki hazine bölümü soygun planının tüm ayrıntılarıyla kurulduğu ve filmin odak noktasını oluşturan ana mekândır.
720,241,Sultanahmet Meydanı'nın geniş coğrafyası soygun öncesi gözetleme sahnelerinin ikonik arka planını sunmaktadır.
724,183,Turist Ömer'in uzay yolcularıyla tanışmadan önceki İstanbul sahneleri Beyoğlu çevresinde çekilmiştir.
733,247,Topkapı Sarayı avlularındaki sahne filmin İstanbul bölümünde uluslararası bankacılık krizini ele alan gerilim sekansının kilit noktasını oluşturmaktadır.
733,200,Galata Kulesi'nin ihtişamlı silüetinin kullanıldığı sahne filmin İstanbul görsel kimliğini pekiştiren panoramik açılış sekansında yer almaktadır.
735,183,Umut sokaklarının geçtiği şehir sahneleri Beyoğlu'nun arka meydanlarında ve pasajlarında çekilmiştir.
735,197,Fatih'teki yoksul mahalle dokusu karakterlerin yaşam mücadelesini ve dayanışmasını aktaran dış mekan sekanslarında kullanılmıştır.
741,183,Gazetecinin şehirdeki muhabir koşturmacasını anlatan sahneler Beyoğlu çevresinde çekilmiştir.
741,197,Fatih'teki esnaf ve mahalle sahneleri karakterin haber peşinde koştuğu komedi sekanslarını içermektedir.
744,183,Uykucu'nun İstanbul'daki aksiyon sahnelerinin büyük bölümü Beyoğlu'nun sembolik sokaklarında geçmektedir.
745,191,Mahmut'un Cihangir'deki dairesinde çekilen iç mekan sahneleri Nuri Bilge Ceylan'ın kendi evini kullandığı ve filmin büyük bölümüne ev sahipliği yapan ana lokasyondur.
745,233,Yusuf'un gemi işi bulmak için Rumelihisarı kıyılarında dolaştığı sahne taşralı karakterin umut ve hayal kırıklığını en iyi özetleyen dış mekan sekansıdır.
745,212,Karaköy rıhtımındaki sahne Yusuf'un seyir defterini tuttuğu ve gemileri izleyerek hayalini beslediği melankolik kış görüntülerini içermektedir.
751,183,Valinin şehirdeki toplantı ve brifing sahneleri Beyoğlu'ndaki resmi çevre mekânlarında çekilmiştir.
766,89,Konya Ovası'nın engin bozkırında çekilen Vahşi Batı sahneleri filmin Western parodi atmosferini özgün bir Anadolu coğrafyasıyla buluşturmaktadır.
766,183,İstanbul'daki açılış sahneleri Ata ile Lemi'nin görev için yola çıkmadan önceki hazırlık sürecini aktarmaktadır.
768,183,Yakışıklı karakterinin şehirdeki komedi maceraları Beyoğlu sokaklarında çekilmiştir.
768,197,Fatih'teki mahalle sahneleri karakterin görünüşünün çevresindeki insanlar üzerindeki komik etkisini aktarmaktadır.
773,183,Haluk Bilginer ve Feyyaz Yiğit'in canlandırdığı karakterlerin yan yana yaşadığı komedi dram sahneleri Beyoğlu'nda çekilmiştir.
781,183,Yarım kalan mutluluğun peşindeki karakterlerin İstanbul'daki romantik buluşma sahneleri Beyoğlu sokaklarında çekilmiştir.
781,197,Fatih'teki mahalle ortamı sevgililerin ailelerinin geleneksel çevresiyle çatışmasını aktaran ev ve sokak sekanslarını içermektedir.
795,191,Cihangir'deki daire sahneleri Yok Artık serisinin karakterlerinin bir araya geldiği sıradan ama beklenmedik komedi anlarını oluşturmaktadır.
795,183,Beyoğlu sokaklarındaki sahne karakterlerin şehirde birbirinden kaçmaya çalıştığı komedi kovalamaca sekansını içermektedir.
796,191,Cihangir'deki apartman dairesi sahnesinde sıradan bir günün aniden kontrolden çıktığı açılış sekansı çekilmiştir.
796,183,Beyoğlu'nun kalabalık sokak ve kafelerindeki sahneler karakterlerin giderek büyüyen kaosu kontrol etmeye çalıştığı bölümleri oluşturmaktadır.
797,272,Şişli'deki iş merkezi ve ofis sahneleri Mazhar'ın tekstil imparatorluğunu yönettiği soğuk ve prestijli iş ortamını yansıtmaktadır.
797,183,Kazanın gerçekleştiği Beyoğlu sokak sahnesi Mazhar'ın hayata bakışını kökten değiştiren dönüm noktasını oluşturmaktadır.
805,183,Yüz lirayla evlenmeye çalışan karakterlerin İstanbul'daki komedi sahneleri Beyoğlu'nun canlı mahalle dokusunda çekilmiştir.
805,197,Fatih'teki ev ve aile sahneleri karakterlerin sınırlı bütçeyle büyük düğün hazırlığı yapmasının yarattığı komedi ortamını aktarmaktadır.
424,233,Tarkan serisinin kale sahneleri Rumelihisarı'nda çekilmiş olup Osmanlı kalesinin yüksek surları dönemin fantastik atmosferini güçlendirmiştir.
424,104,Tarkan Altın Madalyon filminin kale sahneleri Bodrum Kalesi'nde çekilmiş ve Ege'nin mavi suları epik arka planı oluşturmuştur.
424,63,Tarkan Gümüş Eyer filminin Yazılıkaya Midas Anıtı çevresindeki sahneleri Eskişehir'de çekilmiş olup tarihi kaya oyma anıt seti doğal bir stüdyo işlevi görmüştür.
